X,CH1,CH2,Start,Increment,
Sequence,Volt,Volt,-1.200000e-03,2.000000e-06
0,-1.96e+00,5.20e-01,
1,-1.88e+00,6.00e-01,
2,-1.96e+00,6.00e-01,
3,-1.84e+00,5.20e-01,
4,-1.84e+00,5.60e-01,
5,-1.92e+00,6.00e-01,
6,-1.88e+00,5.60e-01,
7,-1.84e+00,6.40e-01,
8,-1.84e+00,6.40e-01,
9,-1.92e+00,5.60e-01,
10,-1.92e+00,6.40e-01,
11,-1.80e+00,5.60e-01,
12,-1.84e+00,6.00e-01,
13,-1.80e+00,6.80e-01,
14,-1.80e+00,6.00e-01,
15,-1.88e+00,6.80e-01,
16,-1.88e+00,6.80e-01,
17,-1.76e+00,6.00e-01,
18,-1.76e+00,6.40e-01,
19,-1.84e+00,6.80e-01,
20,-1.84e+00,6.80e-01,
21,-1.72e+00,7.60e-01,
22,-1.72e+00,7.60e-01,
23,-1.80e+00,6.80e-01,
24,-1.80e+00,6.80e-01,
25,-1.68e+00,7.60e-01,
26,-1.68e+00,6.80e-01,
27,-1.76e+00,7.60e-01,
28,-1.76e+00,7.20e-01,
29,-1.60e+00,8.00e-01,
30,-1.60e+00,7.20e-01,
31,-1.72e+00,8.00e-01,
32,-1.68e+00,7.20e-01,
33,-1.56e+00,8.00e-01,
34,-1.64e+00,7.20e-01,
35,-1.52e+00,8.00e-01,
36,-1.60e+00,7.60e-01,
37,-1.48e+00,8.40e-01,
38,-1.60e+00,7.60e-01,
39,-1.48e+00,8.40e-01,
40,-1.56e+00,8.40e-01,
41,-1.44e+00,7.60e-01,
42,-1.52e+00,7.60e-01,
43,-1.40e+00,8.40e-01,
44,-1.48e+00,7.60e-01,
45,-1.36e+00,8.80e-01,
46,-1.44e+00,8.00e-01,
47,-1.28e+00,8.80e-01,
48,-1.40e+00,8.00e-01,
49,-1.28e+00,8.80e-01,
50,-1.32e+00,8.00e-01,
51,-1.24e+00,8.80e-01,
52,-1.32e+00,8.80e-01,
53,-1.20e+00,8.00e-01,
54,-1.28e+00,8.40e-01,
55,-1.16e+00,8.80e-01,
56,-1.24e+00,8.40e-01,
57,-1.12e+00,9.20e-01,
58,-1.20e+00,9.20e-01,
59,-1.08e+00,8.40e-01,
60,-1.16e+00,8.40e-01,
61,-1.04e+00,9.20e-01,
62,-1.12e+00,9.20e-01,
63,-1.00e+00,8.40e-01,
64,-1.04e+00,8.80e-01,
65,-9.20e-01,9.20e-01,
66,-1.04e+00,8.80e-01,
67,-8.80e-01,9.60e-01,
68,-9.20e-01,9.60e-01,
69,-8.00e-01,8.80e-01,
70,-8.80e-01,8.80e-01,
71,-7.60e-01,9.60e-01,
72,-8.40e-01,8.80e-01,
73,-7.20e-01,9.60e-01,
74,-8.00e-01,9.60e-01,
75,-6.80e-01,8.80e-01,
76,-7.60e-01,9.60e-01,
77,-6.40e-01,9.20e-01,
78,-6.80e-01,9.20e-01,
79,-5.20e-01,1.00e+00,
80,-6.00e-01,1.00e+00,
81,-4.80e-01,9.20e-01,
82,-5.60e-01,1.00e+00,
83,-4.40e-01,9.20e-01,
84,-5.20e-01,1.00e+00,
85,-4.00e-01,9.20e-01,
86,-4.80e-01,9.20e-01,
87,-3.20e-01,1.00e+00,
88,-4.00e-01,1.00e+00,
89,-2.40e-01,9.20e-01,
90,-3.60e-01,1.00e+00,
91,-2.00e-01,9.20e-01,
92,-2.80e-01,1.00e+00,
93,-1.60e-01,9.60e-01,
94,-2.00e-01,9.60e-01,
95,-8.00e-02,1.04e+00,
96,-1.60e-01,9.60e-01,
97,-4.00e-02,1.04e+00,
98,-1.20e-01,9.60e-01,
99,4.00e-02,1.04e+00,
100,-4.00e-02,1.04e+00,
101,1.20e-01,9.60e-01,
102,4.00e-02,1.04e+00,
103,1.60e-01,9.60e-01,
104,1.20e-01,1.04e+00,
105,2.40e-01,9.60e-01,
106,1.60e-01,1.04e+00,
107,2.80e-01,9.60e-01,
108,2.00e-01,9.60e-01,
109,3.20e-01,1.04e+00,
110,2.80e-01,1.04e+00,
111,4.40e-01,9.60e-01,
112,3.20e-01,9.60e-01,
113,4.80e-01,1.04e+00,
114,4.40e-01,9.60e-01,
115,5.60e-01,1.04e+00,
116,4.80e-01,9.60e-01,
117,6.00e-01,1.04e+00,
118,5.20e-01,9.60e-01,
119,6.40e-01,1.04e+00,
120,6.00e-01,1.04e+00,
121,7.20e-01,9.60e-01,
122,6.40e-01,1.04e+00,
123,8.00e-01,9.60e-01,
124,7.20e-01,1.04e+00,
125,8.40e-01,9.60e-01,
126,8.00e-01,1.04e+00,
127,9.20e-01,9.60e-01,
128,8.40e-01,1.04e+00,
129,9.60e-01,9.60e-01,
130,9.20e-01,1.04e+00,
131,1.00e+00,9.60e-01,
132,9.60e-01,1.04e+00,
133,1.12e+00,9.60e-01,
134,1.00e+00,1.04e+00,
135,1.16e+00,9.60e-01,
136,1.12e+00,1.04e+00,
137,1.24e+00,9.60e-01,
138,1.16e+00,1.04e+00,
139,1.28e+00,9.60e-01,
140,1.20e+00,1.04e+00,
141,1.32e+00,9.60e-01,
142,1.28e+00,9.60e-01,
143,1.40e+00,1.04e+00,
144,1.32e+00,1.00e+00,
145,1.48e+00,9.60e-01,
146,1.40e+00,1.00e+00,
147,1.52e+00,9.20e-01,
148,1.48e+00,1.00e+00,
149,1.56e+00,9.20e-01,
150,1.52e+00,1.00e+00,
151,1.64e+00,9.20e-01,
152,1.56e+00,1.00e+00,
153,1.68e+00,9.20e-01,
154,1.60e+00,1.00e+00,
155,1.72e+00,9.20e-01,
156,1.68e+00,1.00e+00,
157,1.80e+00,9.20e-01,
158,1.76e+00,9.20e-01,
159,1.88e+00,9.60e-01,
160,1.80e+00,9.60e-01,
161,1.92e+00,9.20e-01,
162,1.84e+00,9.60e-01,
163,1.96e+00,9.20e-01,
164,1.88e+00,9.60e-01,
165,2.00e+00,8.80e-01,
166,1.96e+00,9.60e-01,
167,2.08e+00,8.80e-01,
168,2.00e+00,9.60e-01,
169,2.16e+00,8.80e-01,
170,2.08e+00,9.60e-01,
171,2.20e+00,8.80e-01,
172,2.12e+00,9.60e-01,
173,2.24e+00,8.80e-01,
174,2.16e+00,8.80e-01,
175,2.28e+00,9.20e-01,
176,2.20e+00,9.20e-01,
177,2.32e+00,8.40e-01,
178,2.24e+00,8.40e-01,
179,2.36e+00,9.20e-01,
180,2.28e+00,8.40e-01,
181,2.40e+00,9.20e-01,
182,2.32e+00,8.40e-01,
